label,tweet_id,tweet_text
#inflation,1.38E+18,"Buffett Indicator: Wilshire 5000 Total Market Full Cap Index/Gross Domestic Product

#███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ https://t.co/Q0bM0w5nck https://t.co/urSl5aJ0yw"
#covid,1.38E+18,"Fact check: #███████ says it's too early to know results of eased #███████-19 restrictions in #███████ #███████ #███████19 via @USATODAY 

https://t.co/Ry6YDcpXiR"
#china,1.38E+18,#███████ hasn't done one good thing since inventing Sweet &amp; Sour Chicken Balls. https://t.co/lkfHTCDh0W
#stopasianhate,1.38E+18,My heart is broken for our Sikh brothers and sisters and the families of all who we’ve lost in the last month. We have to find a way to stop the hate and violence in our country. #███████ #███████ #███████ https://t.co/V4qbQ996F6
#stopasianhate,1.38E+18,"To end off this crazy week, I found out that my god sister got spat on while on the TTC.

Absolutely horrible. This needs to end now. 

#███████ https://t.co/vRtAR7LY5j"
#stopasianhate,1.38E+18,quoting this for oomfs to see about what I can say so far with what’s happening with asian hate crimes #███████ https://t.co/ZiZuzBkqeF
#china,1.38E+18,"#███████ receives a shipment of 300,000 Sinovac COVID-19 vaccines purchased from #███████ and is also set to receive a donation of 200,000 Sinopharm shots, Guinean Foreign Minister Ibrahima Khalil Kaba says.

https://t.co/hfr3wAkVBj"
#china,1.38E+18,#███████ not concerned about #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ &amp; more.  Will do the same on other #███████ in #███████ . #███████ out of #███████
#china,1.38E+18,"So a blackout in #███████ caused the #███████ to drop because #███████ were offline, which caused the bitcoin price to #███████? What is hilarious is #███████ uses this to soothe ourselves about this not being the top, but don't seem bothered by how vulnerable that shows Bitcoin is"
#covid,1.38E+18,"@craziestlazy #███████ 
Please spare a moment and thank the outstanding nurses and doctors who are working 24/7 during this ongoing pandemic. If you have been treated by any please mention their names. We owe them.  #███████ #███████india 
AMPLIFY!#███████"
#covid,1.38E+18,"??Here's 19 Reasons I Won’t Be Getting a COVID Vaccination...

---&gt; https://t.co/9F04zvCIPn

#███████ #███████ー19 #███████ #███████ #███████ #███████ #███████ #███████ https://t.co/d0ScVvDNbu"
#covid,1.38E+18,"A behind-the-scenes look at U.S. health officials' decision to recommended pausing use of J&amp;J’s #███████-19 vaccine. 4 of 6 women with a rare blood clotting condition were initially treated with heparin, which can worsen it. w/ @TomBurtonWSJ  https://t.co/viEkAb1azs via @WSJ"
#covid,1.38E+18,"@srinikhithakas1 #███████ 
Please spare a moment and thank the outstanding nurses and doctors who are working 24/7 during this ongoing pandemic. If you have been treated by any please mention their names. We owe them.  #███████ #███████india 
AMPLIFY!#███████"
#inflation,1.38E+18,"Portable Charcoal BBQ Grill:

https://t.co/vdswxVFS08

#███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████

~Lightning Deal - Over 65% Off~ https://t.co/EUetYknrSm"
#vaccine,1.38E+18,"On top of the 10K vaccine appointments cancellation this past week + closure of 2 of our biggest vaccine operations in Scarborough, SHN had to cancel another two days of vaccine clinics.
This is unacceptable! 
#███████ #███████ #███████ https://t.co/afRiF6yEww"
#vaccine,1.38E+18,"It would appear that we have achieved a 100% vaccination rate. So, that’s nice. #███████ #███████ #███████vacccine #███████ #███████ https://t.co/aJlIo8dULp"
#vaccine,1.38E+18,"Folks in Northern VA: a community clinic has lots of Pfizer #███████ doses left. Get there asap, in the next 30 mins, to get a shot, no questions asked: 6082 Franconia Rd Suite D, Alexandria, VA 22310"
#vaccine,1.38E+18,Has your office reopened after the pandemic closed it? Make sure you take some precautions when returning to work! #███████ #███████ #███████ #███████ https://t.co/vrsW0jL2GJ
#biden,1.38E+18,Families of Americans held in Afghanistan and Russia worry about consequences of Biden's tough foreign policy moves. #███████ #███████ #███████ #███████ #███████  https://t.co/K7N0fYOj7n
#biden,1.38E+18,"@umairh +??re ????jettisoning bipartisanship to finally make government great again :)IMO #███████ is reading the current political equilibrium correctly as he stopped trying to getting GOP votes, 50+1=enough to pass the infrastructure bill. HR1 and stronger voter protection could be next."
#vaccine,1.38E+18,"‘Myth or reality? Health experts weigh in on whether '#███████' is possible’

“It could take three to five years before the world gets back to a ‘totally normal state’”

#███████
https://t.co/BwCE0afXL4"
#covid,1.38E+18,"Ronnie's gambling issues began later in life when she moved, in her forties, to Las Vegas. Her job in New York had been downsized, and so she ventured west to find work, never having https://t.co/ARxzSTr9uy #███████ #███████ #███████ #███████"
#covid,1.38E+18,#███████ proved incapable. #███████ failed. #███████ was uncovered. #███████ took a loss. @SpeakerPelosi made a fool of herself. @HillaryClinton exposed her #███████. The #███████ crumbled. @cnn is plummeting. #███████ flopped. They brought it all but couldn't ?? #███████ ???? https://t.co/oA5hGNkdoB
#china,1.38E+18,@CzarAngelo2 I have no objection to #███████ as such. #███████ is a multiethnic empire. #███████ as an -ism is distinct.
#biden,1.38E+18,"#███████ Blames #███████ For The Exact Same ""Interference"" That US Corporate Media Is Guilty Of https://t.co/X897SDmPCf"
#biden,1.38E+18,"#███████ is a political fraud, he doesn't tell Dementia @POTUS to stop letting #███████ in the country or stop to/from international flights, but yet restrict your freedoms. Supposedly another surge so why hasn't @CDC or lying #███████ not advise those to #███████? #███████"
#biden,1.38E+18,"Former US President?Donald #███████ slammed the Biden administration on Sunday for delaying withdrawal of American troops from #███████.

#███████ earlier this week announced that he will withdraw US troops from Afghanistan by September 11. https://t.co/VotMd6zQW6"
#biden,1.38E+18,"Sec. of State #███████ defends Pres. #███████ 's pledge to withdraw troops from #███████: 
""We went to Afghanistan 20 years ago, and we went because we were attacked on 9/11... we achieved the objectives that we set out to achieve.""  https://t.co/isUb7FNc2X"
#biden,1.38E+18,"VoA - No Guarantees on Afghanistan After Troop Pullout, Says Top Biden Aide https://t.co/3JOezwOfw7 #███████ #███████ #███████ #███████rmy #███████ #███████ #███████ #███████"
#biden,1.38E+18,"oh wait &amp; see ! 
4 years of #███████ and no war ! 
A few weeks of #███████ and #███████ insulted, China threatened !
+ négociations for nucs with a country where leaders can’t deal with a woman ‘s face !
A disaster’s coming !??
France is becoming islamic so you’ll be soon too ???? https://t.co/OTz9qyUO9z"
#biden,1.38E+18,"matrix efficient #███████ with #███████ 
?? #███████ #███████ Buy #███████ https://t.co/6365R94Cvy https://t.co/0BSGzY19u7 https://t.co/soChWtDwzZ"
#covid,1.38E+18,Peru to begin vaccinating 1.3 million people aged 70+ in first week of May after finishing those 80+ this month. Those in their 60's will follow. #███████ #███████ #███████ #███████ #███████ #███████ #███████ https://t.co/iQj7YkWaPN
#covid,1.38E+18,"Mask Mandate-Trump has no plan-The Feds have no idea what they are doing, We have to stop running around and being frivolous in society, and we have a plan to stop the spread. (We are right back where we were a year ago) #███████ #███████ #███████ #███████"
#covid,1.38E+18,"#███████ believes Corporate America shouldn't be held responsible for the workers they forced to continue working, and then died of #███████ https://t.co/kvAz6QbiCa"
#biden,1.38E+18,"#███████ has said he plans to address the “root causes” of #███████. Meanwhile, #███████ said on Sunday that he believed the #███████ programme could create thousands of jobs across southern #███████ and #███████ countries https://t.co/LTN36XUtTU"
#biden,1.38E+18,"How much safer will the #███████ be if the #███████ administration strikes a new deal with #███████? According to this source, not much! https://t.co/ExwvRDUxQR"
#biden,1.38E+18,"#███████  –
#███████’s muddle on #███████  
@TheEconomist 
https://t.co/GC3WEvaafe"
#biden,1.38E+18,"Modern day leftist/media ideology: The Government cares about you, the media never misleads or lies to you and the drug companies that make tens of billions off people being sick want you to be cured... #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████"
#biden,1.38E+18,"@Pooney26519769 @jonoismate @JoeHockey More importantly &amp; disturbingly, why do they have people like @JoeHockey in this World? He still thinks #███████ ‘s election loss was rigged! What does that say about Joe’s intellect &amp; what does it do for #███████ &amp; our relationship with #███████ &amp; the #███████ ? Depraved. #███████"
#china,1.38E+18,A tale of two #███████ #███████ and #███████ take #███████ #███████ #███████ in #███████ ?@Reuters? ?@rrabg5?  https://t.co/uMz9sBP824
#biden,1.38E+18,@MatzShelley @POTUS Why would you tag @POTUS  #███████ would just say what does that mean? Big pharma huge contributors to libs! Who do you think China Joe listens to?
#china,1.38E+18,"China-Australia relations: on first anniversary of trade conflict, hay-import licences bedevil Australian exporters, reports ?@SuLin_Tan? #███████ #███████ #███████  https://t.co/XWqnCGSIMn"
#china,1.38E+18,"#███████: The “Genocide” Myth and the New Weapons of Mass Destruction 
https://t.co/tlHbWdpb0x via @GRTVnews 

#███████ #███████ #███████ #███████ #███████"
#stopasianhate,1.38E+18,"then please please use that time at least once to expose the ongoing mistreatment of asians :( this is more serious than you think it is !!!!!!
#███████ #███████Crimes"
#inflation,1.38E+18,Gold Fireworks Doubt the Official Inflation Story https://t.co/MOCBGYXAzf @Monica___K #███████ #███████ #███████
#vaccine,1.38E+18,"@POTUS @Bechtel @FluorCorp @PwCUS @McKinsey_MGI @Transition466 @CDUMerkel @EmmanuelMacron IMMEDIATE RECTIFICATION of building interiors (ARCH + E/MECH) SOLIDIFIES Président’s successful #███████ plan

#███████ ALONE (900M administered) NOT WINNING WAR @pfizer considering 3rd dose

@Bechtel @FluorCorp @PwCUS @McKinsey_MGI @Transition466 @CDUMerkel @EmmanuelMacron"
#vaccine,1.38E+18,"#███████ bonanza: Unshackling from #███████ lands UK ?4billion shot in the arm, new study shows #███████ #███████ @Cebr_uk

https://t.co/IvME9r4ro3"
#inflation,1.38E+18,"https://t.co/AXrlMjs72g

#███████ fear is rampant. But should we be concerned. Yes pressures are there. But 30+ years of #███████ in Japan has produced no #███████. #███████ has soared but #███████? #███████ remains #███████ hedge and it just broke out. #███████ has been surging."
#covid,1.38E+18,"#███████ &amp; #███████, 2021 is a right off already"
#covid,1.38E+18,"@DrKumarVishwas @drnarottammisra @ChouhanShivraj #███████, the pathogen causing #███████, is hardy, mutating faster and becoming more transmissible even as the Northern Hemisphere heads into summer. What the devil is going on? #███████ #███████"
#covid,1.38E+18,"@PhilWMagness @DavidSteadson Well, voluntary behavior change is risk management rather than precaution - people will still go out, and even visit each other, but they'll take more care. It's not a choice between being a hermit or being intubated; that's a false alternative the #███████ cultists dreamed up."
#vaccine,1.38E+18,"That’s dose 2 done!!
Thank you NHS and all the volunteers!
#███████ #███████ #███████ #███████ #███████ #███████ https://t.co/6b85WYF3Ld"
#vaccine,1.38E+18,"SUNY Rockland Community College
State Fair Expo Center: NYS Fairgrounds
SUNY Polytechnic Institute
Westchester County Center
**New York National Guard Armory
https://t.co/3ik10UfTTi
#███████ #███████"
#vaccine,1.38E+18,"Ulster Fairgrounds in New Paltz
The Conference Center Niagara Falls
SUNY Oneonta
Plattsburgh International Airport
SUNY Potsdam
**Former Kodak Hawkeye Parking Lot
Aqueduct Racetrack
Stony Brook
SUNY Stony Brook
https://t.co/3ik10UfTTi
#███████ #███████"
#vaccine,1.38E+18,"Crossgates Mall, Former Lord &amp; Taylor Lower Level
**Delavan Grider Community Center
University at Buffalo South Campus
SUNY Corning Community College
Rochester Dome Arena
SUNY Binghamton
SUNY Orange
Javits Center
https://t.co/3ik10UfTTi
#███████ #███████"
#vaccine,1.38E+18,"As of 4/18/2021, 7:04:41 PM, the following locations have appointments available:
(** denotes locations restricted by residency)
**Washington Avenue Armory
Bronx
**Medgar Evers College
**York College
https://t.co/3ik10UfTTi
#███████ #███████"
#vaccine,1.38E+18,"Can we stop trying to shame people for either:
- Getting the COVID #███████, or
- NOT getting the COVID #███████?
That would be great; thanks."
#vaccine,1.38E+18,"@MichelleObama , Re: the Vaccination, common sense should be obvious. The shot is a necessity, the #███████ wouldn't have approved it. Stop the circus! As of today, 4/18/2021 have died from the Virus, get the #███████ shot."
#covid,1.38E+18,"Instances I know personally where elderly people tried to access #███████ for actual health conditions or #███████ during #███████'s mismanagement and interference in #███████ ""lockdowns"". These were forced to sit for HOURS in waiting rooms, #███████ on, then required oxygen!"
#covid,1.38E+18,"Must read thread..

FAQs on Protecting Yourself from #███████-19 Aerosol Transmission..

https://t.co/LqmLfFccbb https://t.co/0BNsGJwWKT"
#covid,1.38E+18,Did you know?  #███████ #███████-19 vax injuries 57K +over 2300 deaths per VAERS (CDC).  Only #███████ is guaranteed immunity.  No proof that vax stops transmission.  #███████ will need a 3rd dose and annual booster.  #███████ #███████ #███████
#china,1.38E+18,Makes one wonder about #███████ 2031... https://t.co/jP6pHH9Wu5
#china,1.38E+18,"If you #███████ yersterday you might like this video ...#███████ @CryptoR_us https://t.co/N9HFlmQhEX

#███████ #███████ #███████ #███████ #███████ #███████ https://t.co/CjyS9QaOIJ"
#covid,1.38E+18,"#███████-19 2021-04-18 from #███████
ccTLD New Cases New Deaths
GB       2206&lt;&gt;      35&lt;&gt;
JP       4611&lt;&gt;      38&lt;&gt;
DE      19185&lt;&gt;      67&lt;&gt;
FR      34218&lt;&gt;     177&lt;&gt; https://t.co/2XgkJYuYXR"
#covid,1.38E+18,"Half of US adults have received at least one dose of COVID 19 vaccine, CDC says

Stories from 7 sources | Photo via New York Post

https://t.co/rzV5ALyLHM

 #███████ #███████ #███████ https://t.co/zh3BgAk3n6"
#vaccine,1.38E+18,#███████ AstraZeneca #███████ #███████ to be offered to 40+ in Ontario. Details below: https://t.co/jyStfSbjXT
#biden,1.38E+18,How republicans view #███████ https://t.co/OrOL6VPukn
#covid,1.38E+18,"Marshawn Lynch Asking Dr. Fauci Hard-Hitting Questions About The COVID-19 Vaccine Is The Interview We Didn’t Know We Needed

https://t.co/IviVsgEm1V

 #███████ #███████ #███████ https://t.co/ksl9nbFMJV"
#covid,1.38E+18,@fordnation Instead of hindering worship to God   Doug you need to repent and thank him for his mercy Ask him for his guidance you forget he is in control not you and not anybody else in this world . Praise to you Lord Jesus Christ #███████
#covid,1.38E+18,"Seeing Queen Elizabeth II sitting alone, observing #███████ protocols at her husband's funeral reminds me how inspirational and resolute she really is. Benjamin Britten's ""Jubilate Deo"" (1961) was commissioned by #███████. #███████ #███████ 
https://t.co/DVDjpXhXzf"
#covid,1.38E+18,@robdelaney Haha I'm going in for my 23rd #███████ vaccine! It's good and normal ahaha everyone should get at least #███████ of these. I feel so good. So much better than being an antivaxxer who only took it once. Stupid nazis who only take the vaccine once. #███████ #███████
#covid,1.38E+18,"Clean #███████ products are a huge opportunity for companies in #███████. But #███████-19 has thrown the commercial viability of the business into doubt.

@theGEF &amp; @AfDB_Group are investing in continued progress????
    
#███████ #███████??

https://t.co/CTxCyA8b9z https://t.co/6hnLBCStv4"
#covid,1.38E+18,#███████ #███████ #███████ from #███████-19 with no underlying health #███████ by age - Office for National Statistics https://t.co/IRmQAEu5zc
#vaccine,1.38E+18,"@Reuters While Toronto Ontario is forced to stay at home home #███████ no family, no business, no school, drug abuse, violence, unemployment,no life, our Canada denies us the safe and available Russia Sputnik V #███████ #███████ #███████ #███████ #███████ https://t.co/G55Ry6AkOZ"
#vaccine,1.38E+18,"@CBCAlerts While Toronto Ontario is forced to stay at home home #███████ no family, no business, no school, drug abuse, violence, unemployment,no life, our Canada denies us the safe and available Russia Sputnik V #███████ #███████ #███████ #███████ #███████ https://t.co/G55Ry6AkOZ"
#vaccine,1.38E+18,"@CTVNews While Toronto Ontario is forced to stay at home home #███████ no family, no business, no school, drug abuse, violence, unemployment,no life, our Canada denies us the safe and available Russia Sputnik V #███████ #███████ #███████ #███████ #███████ https://t.co/G55Ry6AkOZ"
#biden,1.38E+18,"Now do unvaccinated or was that not in your #███████ talking points memo?
We haven’t forgotten that you are a #███████Shill #███████ https://t.co/NU2JqDfJhu"
#biden,1.38E+18,"Do you support #███████'s #███████  bill?

#███████ #███████"
#china,1.38E+18,"Joint #███████-#███████ climate statement highlights the unequivocal commitment of both countries to work together to address #███████ with the seriousness and urgency that it demands. Where is #███████? #███████ 
https://t.co/x6PNsKRWY4"
#china,1.38E+18,"that was an act of #███████ last night
shutting down all those #███████
I smell #███████ 
$BTC #███████ #███████ #███████ #███████ #███████ #███████ #███████

they #███████ where the #███████ line
would be
turned the #███████ #███████"
#china,1.38E+18,Infrared at night is pretty wild - #███████ #███████ https://t.co/RULYkOOgXz
#china,1.38E+18,Only #███████ will see the real potential here in #███████ with unlimited #███████ Reserves Guaranteed @SolGold_plc LSE:SOLG SharePrice 30.3p This Share is so undervalued now the #███████ requires unlimited Copper supplies for EconomicGrowth @ADVFNplc @Moneyweb @MoneyWeek @ftchina @AP
#china,1.38E+18,@CWNFeed China will influence the position of other countries about cryptos. #███████ #███████ #███████
#stopasianhate,1.38E+18,New #███████ on @rariblecom. #███████ #███████ Make more #███████ thanks to @DionLimTV for telling the world. https://t.co/Zo4FbNKvhS
#stopasianhate,1.38E+18,"I'm just going to link everything that I've seen and/or find helpful 
#███████ 
#███████Crimes"
#biden,1.38E+18,"The deception, hypocrisy &amp; manipulation of the immigration issue by #███████. She will lie &amp; sell her lies for personal gain. Neither her, #███████, #███████ or mainstream media care about immigrants. They just love #███████ of #███████
https://t.co/ZKJuQklrsx"
#biden,1.38E+18,No-Balls #███████ ! https://t.co/nwgQkpNOn8
#biden,1.38E+18,"""#███████ #███████"" #███████ (#███████, #███████) MD or more fittingly, #███████ #███████, #███████ #███████, #███████, #███████, etc....

https://t.co/OQcvvL4dRW

#███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ 19 #███████ https://t.co/mWmCkindBA"
#biden,1.38E+18,An angry centrist when you criticize #███████ is about the funniest thing on the internet. Absolute morons. #███████ #███████ #███████ #███████ #███████ #███████ https://t.co/unHJ4wCOB0
#vaccine,1.38E+18,"Half of all adults in the U.S. have received at least one COVID-19 shot, the government announced today, marking another milestone in the nation's largest-ever vaccination campaign. https://t.co/GvpC4aFdW1 #███████ #███████"
#vaccine,1.38E+18,"The EU has put a warning label on the #███████  #███████, however the company continues to make promises that the #███████ is moving forward.

https://t.co/K2ab9KQWqV"
#vaccine,1.38E+18,#███████ in the #███████ rollout in #███████ ???? https://t.co/FPJUnhdcRg
#biden,1.38E+18,@POTUS hey there joe - I need a fourth stimulus check. I’m rationing my insulin and pretty much on the verge of dying. I can’t afford it. I don’t know what to do anymore #███████ #███████ #███████ #███████ #███████
#biden,1.38E+18,"EXCLUSIVE Canada's Ontario to expand use of AstraZeneca COVID vaccine as epidemic rages
#███████ #███████ #███████ #███████ #███████ #███████
#███████ #███████ #███████ #███████ #███████ #███████nadas #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████...
https://t.co/Qni5lRyMyX"
#biden,1.38E+18,"We need to ensure that #███████ and other #███████ groups can’t use again #███████ as a platform to stage external attacks. Leaving 1,000 troops + drones will save $bills + lifes
~~~~
#███████ #███████ #███████ #███████ #███████ #███████ @VP #███████ #███████ #███████ #███████ https://t.co/uJDtFxhgJE"
#biden,1.38E+18,"#███████ @brhodes being asked by @michelleinbklyn abt what #███████, as an""old white man"" could be able to do. 1. #███████ is key. 2. Not be constrained by politics of issues (like #███████). ""The old talks abt having talks"" is not going to work. Good segment!"
#covid,1.38E+18,#███████ sops? https://t.co/LOzdzfIfAj
#covid,1.38E+18,"Dramatically Strategize Extensible #███████ with #███████ 
?? Buy #███████ #███████ #███████ https://t.co/qTvwSR3bmR https://t.co/MX5qaa0l3i https://t.co/Lp0PxOeOyp"
#china,1.38E+18,"Bing Wang @HarvardGSD was invited to be a keynote speaker through an interview format via zoom at the Urban Regeneration Forum, which took place in Chengdu, China, on April 15, 2021. The online version of the Forum attracted 2,208,528 viewers in less than two days. #███████ #███████ https://t.co/ChhV0ppF7D"
#vaccine,1.38E+18,How is this possible? #███████ #███████19 #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████_19 #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ https://t.co/hAPVUUUSvo
#covid,1.38E+18,#███████ #███████ #███████ If the powers  that be insist that the AstraZeneca is safe and blood clots are one in a million then why isn’t the eligibility open to all 18+ !?? #███████ #███████
#biden,1.38E+18,"@Chill004Jeanne @nowthisnews @RepMaxineWaters You're kidding, right? Inciting rioting during #███████ and now #███████ @POTUS"
#covid,1.38E+18,I can’t wait for the next season  #███████ I’ve watched the series 3 times since #███████ #███████ https://t.co/uZhXOjqyf1
#covid,1.38E+18,"If government actually cared about the health and safety of citizens in this Country then we’d have a functioning health care system 

#███████ #███████ #███████ #███████"
#covid,1.38E+18,"For 15 years as a waiter in #███████ #███████ , I have struggled to earn a living , working splits , lates , weekends ,  bank holidays even Xmas . I have never owned a TIP left on card . Thanks to #███████  #███████ and #███████ can do the struggling without staff or customers! Lol https://t.co/4KHyJfiMcO"
#biden,1.38E+18,"NEWS: BELARUS FOILS U.S. BACKED PLOT TO ASSASSINATE ITS PRESIDENT. ARRESTS GANG.
#███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████"
#vaccine,1.38E+18,"Shout out to @GerberKawasaki  for spreading the word, get the #███████"
#vaccine,1.38E+18,"If y'all looking for someone in #███████ over 40 to take that #███████ #███████ stockpiled in the freezer, give me a lemon wedge &amp; some salt and i will slam that shit right out of the vial and take my chances. In the hierarchy of risky shit I've done, it won't even register."
#vaccine,1.38E+18,@Kdearmit @CoBrians Which is the exact example of what is not a #███████... oh bye the way where was the flu this winter....
#vaccine,1.38E+18,"#███████ viruses never stop mutating, and we have never been able to develop a #███████ that is more than partially effective for a few months, and we have never been able to eradicate one.  So, again, I ask, what's the end game?  #███████"
#vaccine,1.38E+18,"Well, let’s see how this week turns out...I think the market is going to be shaky until summer when more people get vaccinated and people start buying more #███████"
#stopasianhate,1.38E+18,"schnark 
retweet this
#███████ #███████ #███████ #███████"
#covid,1.38E+18,#███████-19 - @FijiPM to make a major announcement at 2pm today.
#china,1.38E+18,Debate over boycotting the @Beijing2022 Winter #███████ next Feb is heating up. What moral decision will the Australian Govt take? Will they turn a blind eye to the #███████'s #███████? Will we re-run the politics of the 1936 Olympics? #███████ #███████ https://t.co/PmUVjMbFGA
#covid,1.38E+18,"@BurgerKing whats the point of this ""safety"" stickers, if the driver opens it, and still delivers it!???? #███████ #███████ #███████ #███████"
#covid,1.38E+18,"@richard680news Has Ford completely screwed up the 3rd wave? ABSOLUTELY. 
But this “call to resign” from a partisan columnist who hated @fordnation long before #███████ isn’t exactly earth-shattering."
#inflation,1.38E+18,"#███████ Show &amp; #███████ Update
S6: #███████ &amp; #███████ update/ #███████ monetary policy &amp; #███████ update/ #███████ #███████ &amp; growth prospects: https://t.co/xSdpFHdrA4

Frac Spread Show &amp; China/ #███████ - #███████ update- 
https://t.co/UXwhdvWU7w

#███████ #███████ #███████ #███████"
#inflation,1.38E+18,"#███████ cont
S3: #███████ across the system- https://t.co/6fwfilQKo7
S4: #███████ Small Business Data Improving-https://t.co/anUVHncLVQ
S5: #███████ impacting #███████ growth: https://t.co/vJVnhpRBt7"
#china,1.38E+18,#███████ #███████ #███████ #███████ One author encyclopedia site:Can corrupt #███████ beat #███████ https://t.co/qDhMGE4zh2 https://t.co/wBhUQ3vngJ
#china,1.38E+18,"#███████’s #███████ won’t topple #███████ dollar ‘so easily’, senior Bank of #███████ official says.   #███████ #███████ https://t.co/7C2640Jeda"
#china,1.38E+18,"#███████ Show
S1: Solid EIA report and what it means- https://t.co/c0NgDp6HXy
S2: Product demand to plateau- https://t.co/8ExaRyWDHs
S3: Global #███████ market weakens with #███████ rising- https://t.co/WfYcOJLQmh

#███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████"
#stopasianhate,1.38E+18,"@Lost_in_MPK  Please react to “Magnetic” by legendary RAIN (?/KOR) (He was in box office Hollywood movies: Speed Racer &amp; Ninja Assassin) featuring JACKSON WANG (??/CHN/GOT7). Here’s the official link; https://t.co/422dRixBe1. Support #███████. Thanks, and enjoy...!"
#stopasianhate,1.38E+18,We are absolutely not about to do another round of racism in this country. #███████
#vaccine,1.38E+18,"“On Dec. 10, 2020, the federal government announced it would launch a pan-Canadian #███████ injury support program... Three months later, no additional details of the program have been announced.” ?????♂? https://t.co/T6RLIg9zlg https://t.co/AMV4g7by3j"
#vaccine,1.38E+18,"? ISRAEL LIFTS MASK MANDATE

Israel removes mask mandate for outdoors... 53% of population vaccinated

#███████ #███████ #███████ https://t.co/ZaTXxXWGwC"
#vaccine,1.38E+18,My daughter is so bored from not socializing with friends due to #███████ that she’s getting dressed up to go food shopping at @GiantFoodStores with @kerri_ruck #███████ #███████ #███████ @WarriorAlumni @EastStroudsburg @esuLibrary @ESUCollegeofEd https://t.co/QIVyw4HcLg
#biden,1.38E+18,"@elonmusk IF YOU WON THE PRESIDENCY IN 2024
BECAUSE EVERYONE WROTE YOUR NAME IN ON ELECTION DAY.
WOULD YOU TAKE THE JOB????????
#███████ @news_ntd #███████ #███████ #███████ #███████ #███████ 
THATS THE ONLY WAY TO BEAT THE WOKE OLIGARCHS --- BLINDSIDE THEM"
#biden,1.38E+18,"Blinken says it is ""very difficult"" to hit the limit of 62,500 refugees this fiscal year - https://t.co/MS3myex4Y5 #███████ #███████ #███████ #███████ #███████ #███████ https://t.co/4e6sWaEmOC"
#stopasianhate,1.38E+18,"This is despicable .@brianstelter

Minnesota State troopers owe .@CarolynSungCNN a HUGE apology, and more. 

Hope Carolyn sues them! That seems to be only way to stop police officers from mistreating journalists! 

#███████  #███████ https://t.co/vC7KoI9SQp"
#china,1.38E+18,@maxkeiser @celebshrink Reality has come tothe market place Only #███████ can pull the plug The illegal mining in #███████ hasn’t helped the #███████ cause What I want to know which big corporation will sell first I note #███████ &amp; #███████ &amp; #███████ in vogue So much #███████ tied up in #███████
#vaccine,1.38E+18,"Germany's #███████ had already developed 20 #███████ candidates by March 1, 2020 when they called #███████  to ask about partnering. That is two and a half months before the announcement of Operation Warp Speed in the United States in May 2020
#███████ 
https://t.co/gcSRdcg8Ei"
#vaccine,1.38E+18,If you owned a Norwegian fisherman’s sweater in high school. You may be eligible for the #███████ in #███████. #███████
#vaccine,1.38E+18,Ok who’s ready? #███████   https://t.co/cERddmPEra
#vaccine,1.38E+18,Hope this sees a great turnout on April 24! #███████ #███████ #███████ https://t.co/iV69rfFNIq
#stopasianhate,1.38E+18,"@Lost_in_MPK Hi, guys! 4 ur nxt reaction video, pls react to this MV; titled “M.I.A.” (full-English) by AFGAN (???/INA) ft. JACKSON WANG (??/CHN/GOT7). Way over 1M views on premiere day alone. Here's TOL; https://t.co/vNKQp4O9nN. Support #███████. Thx, &amp; n'joy...!"
#china,1.38E+18,https://t.co/k0uB0KYjmm Live China webcams. #███████ #███████ #███████ https://t.co/Ygs0DttvsW
#china,1.38E+18,"Wang Zhongxing, former party secretary and president of China CITIC Bank Jining Branch, was expelled from the party for illegally obtaining overseas long-term residence permits.
#███████ #███████ #███████ #███████ #███████ https://t.co/1op68XYUy6"
#china,1.38E+18,Invisibility Cloak #███████ #███████ https://t.co/JqT5Zxadp5
#vaccine,1.38E+18,"So you can aquire a #███████ or become paralyzed or take the chance of dying immediately or in the next 5 - 10 years!? ??

NO THE HECK WAY!!! ??

#███████ #███████ #███████ https://t.co/McMNvPEwm3"
#vaccine,1.38E+18,I'm sure I speak for many rational people including myself to @narendramodi that suspend all air traffic to India. And incoming from Mumbai. #███████ for all age groups and quick supply movement of #███████ #███████ #███████. Stop rallies start working for Indians
#covid,1.38E+18,"I was annoyed for typing my password in public when removing the face mask is not an option.

#███████ #███████ #███████ #███████ #███████ #███████ 
https://t.co/dSCRflVYGY"
#covid,1.38E+18,"I fucken love when someones gran is like pft #███████ I survived the avian flu this is nothing ????

I salute you comrade ??
#███████ #███████"
#stopasianhate,1.38E+18,"We Stand In Solidarity With 
Asian Americans And 
Pacific Islander Community

#███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████Crimes #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ https://t.co/9EWoi67r5V"
