claim_id,claim_postal_code,claim_cause,claim_liable,claim_num_injured,claim_num_third_parties,claim_num_vehicles,claim_police,claim_language,claim_vehicle_id,claim_vehicle_brand,claim_vehicle_date_inuse,claim_vehicle_cyl,claim_vehicle_load,claim_vehicle_power,policy_holder_id,policy_holder_postal_code,policy_holder_form,policy_holder_year_birth,policy_holder_expert_id,driver_id,driver_postal_code,driver_year_birth,driver_expert_id,driver_vehicle_id,third_party_1_id,third_party_1_postal_code,third_party_1_vehicle_type,third_party_1_form,third_party_1_year_birth,third_party_1_vehicle_id,third_party_1_expert_id,third_party_2_id,third_party_2_postal_code,third_party_2_injured,third_party_2_vehicle_type,third_party_2_form,third_party_2_year_birth,third_party_2_country,third_party_2_vehicle_id,third_party_2_expert_id,repair_id,repair_postal_code,repair_form,repair_year_birth,repair_country,policy_date_start,policy_date_next_expiry,policy_date_last_renewed,policy_num_changes,policy_premium_100,policy_coverage_1000,policy_coverage_type,_third_party_3_withinfo,claim_date_interval,claim_date_occured_year,claim_date_occured_month,claim_hour_occured
49478,28,2,0,0,1,4,0,2.0,0,7,33.0,1685.0,2.12,100.0,4350,26.0,1,53.0,46,4100,26.0,53.0,71,0,8731,28.0,6,1,,3809,0,0,,0,0,0,,0,0,0,3725,26.0,2,,1,7.0,5.0,5.0,1,13.0,36.0,50,,3,2017,9,20.0
49549,40,6,0,0,0,3,1,1.0,13254,4,125.0,1461.0,1.79,78.0,16169,43.0,0,45.0,64,15185,43.0,45.0,37,13255,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,69.0,3.0,3.0,0,10.0,22.0,50,,2,2017,9,
49562,85,0,0,0,0,2,0,1.0,3628,31,34.0,1198.0,1.51,75.0,26113,85.0,0,25.0,0,24539,85.0,50.0,0,3630,0,,0,0,,0,0,0,,0,0,0,,0,0,0,3535,85.0,2,,1,59.0,1.0,1.0,3,21.0,20.0,70,,1,2017,9,
49666,38,0,0,0,1,2,0,2.0,0,0,139.0,,,,13638,21.0,1,,49,12814,21.0,,48,0,15376,38.0,0,1,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,,,,0,,,26,,28,2017,8,
49773,77,1,0,0,0,2,1,1.0,32197,27,61.0,1997.0,2.81,94.0,4636,77.0,1,47.0,57,4388,77.0,47.0,32,32203,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,139.0,5.0,5.0,2,13.0,26.0,66,,2,2017,9,
50442,93,2,0,0,1,4,0,2.0,3704,12,80.0,1560.0,1.9,84.0,7407,10.0,0,63.0,0,4962,10.0,,16,3706,1262,93.0,2,3,86.0,935,0,0,,0,0,0,,0,0,0,344,16.0,2,,1,90.0,6.0,6.0,0,10.0,27.0,9,,2,2017,9,
50460,60,2,0,0,0,3,0,1.0,0,0,91.0,,3.5,,18008,13.0,1,,0,15907,40.0,,31,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,3294,60.0,2,,1,,,,0,,,26,,53,2017,8,
50633,26,1,0,0,0,3,1,2.0,35843,7,42.0,1685.0,1.94,85.0,18493,26.0,1,28.0,67,17363,26.0,28.0,52,35850,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,18.0,6.0,6.0,0,15.0,26.0,50,,2,2017,9,7.0
50764,86,0,1,0,1,4,0,2.0,5870,13,69.0,1461.0,1.75,79.0,24559,86.0,1,66.0,68,23086,86.0,66.0,38,5872,14798,86.0,1,2,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,179.0,1.0,1.0,0,8.0,15.0,9,,13,2017,9,
50965,26,2,0,0,1,3,0,2.0,19188,25,50.0,1242.0,1.57,51.0,15623,26.0,0,50.0,46,14687,26.0,50.0,71,19190,15416,26.0,2,3,77.0,26587,0,0,,0,0,0,,0,0,0,2787,26.0,2,,1,26.0,10.0,10.0,1,12.0,12.0,40,,22,2017,9,
51036,89,1,0,0,0,4,0,2.0,23533,35,32.0,2179.0,2.35,110.0,19436,89.0,0,40.0,0,19996,89.0,,38,23540,0,,0,0,,0,0,0,,0,0,0,,0,0,0,3069,17.0,2,,1,8.0,4.0,4.0,1,13.0,43.0,9,,3,2017,9,
51039,35,1,0,0,0,2,1,2.0,9342,24,92.0,1560.0,2.04,66.0,12066,35.0,1,42.0,0,14348,35.0,40.0,1,9344,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,137.0,7.0,7.0,0,9.0,17.0,70,,4,2017,9,
51207,45,2,0,0,1,3,0,1.0,10611,24,155.0,1560.0,2.05,80.0,10991,45.0,1,64.0,0,10345,45.0,64.0,0,10611,11005,44.0,2,3,,6985,45,0,,0,0,0,,0,0,0,354,45.0,2,,1,192.0,12.0,12.0,0,5.0,,39,,7,2017,9,
51899,29,0,0,0,0,1,0,2.0,17,2,87.0,1995.0,2.04,100.0,9070,29.0,1,,0,8536,29.0,,0,17,0,,0,0,,0,0,0,,0,0,0,,0,0,0,4297,21.0,2,,1,63.0,9.0,9.0,0,15.0,34.0,24,,13,2017,9,
51978,40,2,1,0,0,2,0,1.0,34443,19,108.0,1399.0,1.56,50.0,21633,40.0,1,23.0,0,2905,43.0,49.0,0,34449,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,98.0,10.0,10.0,2,11.0,13.0,40,,8,2017,9,
52153,39,2,1,0,1,3,0,2.0,31840,25,68.0,1242.0,,51.0,19343,39.0,0,55.0,0,4731,39.0,52.0,0,31846,2113,39.0,2,1,50.0,7946,0,0,,0,0,0,,0,0,0,0,,0,,0,44.0,4.0,4.0,0,5.0,8.0,9,,1,2017,10,
52254,90,2,1,1,1,4,0,2.0,11626,15,132.0,1328.0,1.48,68.0,22630,99.0,0,32.0,0,21242,90.0,58.0,67,11626,7461,90.0,6,3,33.0,15454,0,0,,0,0,0,,0,0,0,0,,0,,0,115.0,5.0,5.0,0,4.0,,44,,5,2017,10,
52293,10,2,0,0,1,3,0,1.0,0,2,123.0,2979.0,2.02,225.0,17350,10.0,1,52.0,60,16297,10.0,52.0,73,0,18238,10.0,2,3,55.0,8456,0,0,,0,0,0,,0,0,0,0,,0,,0,36.0,12.0,12.0,0,9.0,,64,,9,2017,9,
52497,50,0,1,0,0,3,0,2.0,12613,4,31.0,1461.0,1.79,81.0,6035,15.0,1,35.0,0,8723,15.0,,16,12614,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,49.0,11.0,11.0,0,11.0,21.0,40,,4,2017,10,
52662,71,1,0,0,0,1,1,1.0,21834,5,46.0,1329.0,1.53,73.0,6844,71.0,0,51.0,0,6488,71.0,51.0,0,21840,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,22.0,2.0,2.0,0,8.0,15.0,9,,3,2017,10,
52822,12,2,0,0,1,3,0,2.0,15792,16,161.0,1910.0,1.81,85.0,5904,10.0,1,27.0,0,8813,39.0,32.0,0,15792,13567,10.0,2,2,,10877,0,0,,0,0,0,,0,0,0,2825,10.0,2,,1,25.0,11.0,11.0,0,7.0,,44,,5,2017,10,
52824,98,2,0,0,1,4,0,2.0,0,0,92.0,,,,25087,10.0,1,43.0,0,13336,30.0,,63,0,7171,18.0,2,1,,712,0,0,,0,0,0,,0,0,0,2959,98.0,2,,1,,,,0,,,26,,13,2017,9,
53178,90,2,0,0,1,4,0,2.0,27142,2,139.0,2497.0,2.14,130.0,9067,90.0,1,39.0,19,8533,90.0,39.0,63,27150,1979,90.0,2,3,,18717,0,784,90.0,1,2,1,,1,758,0,0,,0,,0,127.0,5.0,5.0,1,7.0,,10,,6,2017,10,
53262,10,3,0,0,0,1,0,1.0,9704,7,160.0,2902.0,2.59,110.0,10174,46.0,1,53.0,0,9592,46.0,53.0,0,9706,0,,0,0,,0,0,0,,0,0,0,,0,0,0,340,48.0,2,,1,37.0,11.0,11.0,4,5.0,,13,,100,2017,7,
53451,65,2,1,0,1,4,0,2.0,11676,2,159.0,2497.0,2.14,120.0,12683,65.0,0,16.0,0,22790,37.0,54.0,46,11676,20225,65.0,2,3,63.0,13851,0,0,,0,0,0,,0,0,0,0,,0,,0,177.0,10.0,10.0,0,9.0,40.0,61,,10,2017,10,
53620,88,2,0,0,1,3,0,2.0,7035,24,168.0,1868.0,1.75,51.0,19361,88.0,0,56.0,0,7609,88.0,57.0,0,7036,15345,86.0,1,2,,20211,0,1412,86.0,1,1,2,,1,87,0,25,85.0,2,,1,231.0,9.0,9.0,0,3.0,,44,,1,2017,10,
53663,55,1,0,0,0,2,1,1.0,17522,14,89.0,1896.0,,77.0,941,55.0,0,32.0,30,887,55.0,32.0,10,17523,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,64.0,8.0,8.0,0,15.0,21.0,40,,16,2017,9,
54033,44,0,0,0,1,5,0,1.0,26520,10,48.0,1461.0,1.96,80.0,26062,44.0,0,28.0,0,7283,44.0,38.0,26,26527,4134,,2,2,,9316,0,0,,0,0,0,,0,0,0,1677,40.0,2,,1,17.0,7.0,7.0,1,14.0,24.0,70,,3,2017,10,
54054,91,2,0,0,1,2,0,2.0,6223,29,224.0,1781.0,1.56,132.0,18630,91.0,0,32.0,0,17497,91.0,32.0,0,6224,1002,91.0,2,3,,25102,0,0,,0,0,0,,0,0,0,1501,28.0,2,,1,4.0,8.0,8.0,0,6.0,,44,,0,2017,10,
54270,62,1,0,0,0,3,1,1.0,14678,34,130.0,1595.0,1.66,77.0,10737,62.0,1,40.0,57,10118,62.0,40.0,32,14677,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,43.0,5.0,5.0,0,6.0,15.0,51,,0,2017,10,3.0
54488,60,0,1,0,0,3,0,1.0,0,0,,,,,19420,60.0,1,46.0,52,3611,10.0,,0,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1518,60.0,2,,1,,,,0,,,26,,5,2017,10,
54556,13,2,1,0,1,3,1,1.0,0,0,58.0,1995.0,2.3,,13597,13.0,1,41.0,0,1408,13.0,,0,0,3545,13.0,2,3,47.0,15435,0,0,,0,0,0,,0,0,0,0,,0,,0,,,,0,,,26,,4,2017,10,
54585,10,2,1,0,1,3,0,1.0,8234,8,66.0,2776.0,2.5,147.0,9799,11.0,1,23.0,0,9225,11.0,50.0,0,8236,1469,11.0,2,2,,12843,0,0,,0,0,0,,0,0,0,0,,0,,0,18.0,6.0,6.0,0,10.0,32.0,54,,5,2017,10,
54692,92,2,1,2,2,5,1,2.0,6487,2,72.0,1598.0,1.85,85.0,18121,90.0,1,20.0,0,10258,90.0,49.0,0,6488,21329,92.0,2,2,,4511,19,2112,92.0,2,2,3,27.0,1,544,0,2305,90.0,2,,1,2.0,10.0,10.0,2,6.0,,14,,10,2017,10,
54737,66,5,0,0,0,2,0,1.0,14020,14,93.0,1422.0,1.64,59.0,21378,66.0,1,29.0,30,20055,66.0,29.0,10,14020,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1945,60.0,2,,1,27.0,9.0,9.0,0,9.0,14.0,51,,0,2017,10,
54764,40,2,0,0,1,4,0,1.0,19494,2,118.0,1995.0,2.26,110.0,24018,40.0,1,48.0,73,22581,40.0,48.0,77,19496,22495,40.0,2,1,,3489,0,0,,0,0,0,,0,0,0,3545,40.0,2,,1,52.0,8.0,8.0,0,10.0,30.0,61,,6,2017,10,
54778,97,2,0,0,3,4,1,2.0,20230,10,74.0,1992.0,1.83,60.0,14411,89.0,0,42.0,0,13527,89.0,42.0,0,20232,4259,84.0,2,3,,4416,0,1501,89.0,1,2,1,69.0,1,1544,0,4025,85.0,2,,1,46.0,2.0,2.0,1,9.0,20.0,9,0.0,14,2017,10,
55301,62,1,0,0,0,3,1,1.0,18930,13,76.0,1149.0,1.47,55.0,19297,62.0,0,72.0,52,18108,62.0,72.0,31,18932,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,41.0,7.0,7.0,0,8.0,9.0,40,,1,2017,10,3.0
55431,35,2,0,1,0,2,1,2.0,418,24,172.0,1398.0,1.52,50.0,8829,35.0,1,24.0,16,8315,35.0,24.0,6,418,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,7.0,5.0,5.0,2,15.0,,49,,3,2017,10,4.0
55476,10,2,1,0,1,3,0,1.0,0,27,215.0,1905.0,2.66,50.0,4929,10.0,1,44.0,0,12469,70.0,39.0,0,0,15499,10.0,2,2,,10174,0,0,,0,0,0,,0,0,0,0,,0,,0,91.0,5.0,5.0,0,7.0,,44,,4,2017,10,
56105,91,1,0,0,0,4,1,2.0,36720,19,45.0,1596.0,1.57,74.0,14566,91.0,0,64.0,67,13679,91.0,64.0,52,36729,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,133.0,11.0,11.0,0,8.0,19.0,9,,1,2017,10,
56367,14,0,0,0,0,1,0,1.0,36764,2,101.0,1995.0,1.94,100.0,21970,14.0,0,58.0,0,20602,14.0,58.0,0,36773,0,,0,0,,0,0,0,,0,0,0,,0,0,0,605,14.0,2,,1,18.0,6.0,6.0,0,13.0,29.0,9,,1,2017,11,
56642,89,2,0,0,1,2,0,2.0,18409,19,30.0,2198.0,2.7,92.0,11850,89.0,1,42.0,10,11131,89.0,42.0,18,18411,11729,89.0,0,3,42.0,0,16,0,,0,0,0,,0,0,0,0,,0,,0,39.0,9.0,9.0,0,10.0,25.0,9,,5,2017,10,
57010,24,1,0,0,0,2,1,2.0,0,0,,,1.0,,24672,24.0,1,,25,23197,24.0,,7,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,,,,0,,,26,,274,2017,2,
57027,85,1,0,0,0,3,1,2.0,34928,10,55.0,1461.0,1.96,80.0,18250,85.0,0,34.0,19,17128,85.0,34.0,63,34935,0,,0,0,,0,0,0,,0,0,0,,0,0,0,912,98.0,2,,1,26.0,10.0,10.0,0,8.0,31.0,9,,1,2017,11,
57107,83,2,0,0,1,3,0,2.0,35023,4,121.0,1995.0,2.53,96.0,3821,83.0,0,59.0,31,3607,83.0,59.0,67,35030,3694,88.0,2,3,56.0,9514,0,0,,0,0,0,,0,0,0,2924,80.0,2,,1,13.0,11.0,11.0,1,4.0,,35,,2,2017,11,
57358,91,0,1,0,0,1,1,2.0,26846,27,102.0,2179.0,2.41,115.0,4404,91.0,1,48.0,0,4151,91.0,48.0,0,26854,0,,0,0,,0,0,0,,0,0,0,,0,0,0,3557,20.0,2,,1,70.0,8.0,8.0,0,10.0,29.0,50,,2,2017,11,
57384,55,0,0,0,0,4,0,1.0,23385,19,44.0,998.0,1.55,74.0,17106,55.0,1,29.0,0,2373,55.0,26.0,37,23392,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,20.0,4.0,4.0,5,17.0,20.0,40,,3,2017,11,
57387,71,6,0,0,2,5,1,1.0,33893,13,41.0,1461.0,1.59,55.0,14916,60.0,0,31.0,52,13997,60.0,31.0,31,33899,24395,71.0,1,3,,25089,35,2926,71.0,1,0,3,52.0,1,0,0,0,,0,,0,44.0,4.0,4.0,0,13.0,11.0,70,,2,2017,11,
57400,50,1,0,0,0,3,1,1.0,0,34,115.0,1422.0,1.65,51.0,16875,50.0,0,36.0,64,15840,50.0,36.0,37,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,91.0,5.0,5.0,0,12.0,14.0,19,,0,2017,11,7.0
57616,70,1,0,0,0,4,1,1.0,15167,4,53.0,1461.0,1.7,66.0,11459,70.0,1,30.0,57,10781,70.0,30.0,32,15166,0,,0,0,,0,0,0,,0,0,0,,0,0,0,3069,17.0,2,,1,4.0,8.0,8.0,1,15.0,18.0,62,,0,2017,11,3.0
57712,22,2,0,0,1,3,0,2.0,0,0,35.0,0.0,,,18809,39.0,1,19.0,0,1198,85.0,,0,0,10332,22.0,2,3,73.0,27888,0,0,,0,0,0,,0,0,0,1734,77.0,2,,1,,,,0,,,26,,6,2017,11,
59191,53,1,0,0,0,4,1,1.0,14580,34,155.0,1781.0,1.58,66.0,26316,53.0,0,39.0,64,24749,53.0,39.0,37,14579,0,,0,0,,0,0,0,,0,0,0,,0,0,0,3150,60.0,3,,1,47.0,1.0,1.0,0,4.0,11.0,51,,0,2017,11,3.0
59394,22,1,0,0,0,1,1,2.0,19171,0,41.0,3000.0,3.5,183.0,3305,22.0,1,,0,3134,22.0,,0,19173,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,107.0,1.0,1.0,1,15.0,53.0,9,,9,2017,11,
59512,94,2,1,0,1,4,0,2.0,13545,31,36.0,1198.0,1.57,75.0,18527,93.0,0,23.0,0,22555,93.0,53.0,63,13546,22948,94.0,8,3,,12505,0,0,,0,0,0,,0,0,0,4183,93.0,2,,1,26.0,10.0,10.0,0,10.0,19.0,9,,3,2017,11,
59631,92,1,0,0,0,3,1,2.0,35247,29,31.0,1968.0,2.24,110.0,22860,92.0,1,,31,21473,92.0,,67,35254,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,7.0,5.0,5.0,2,15.0,44.0,9,,3,2017,11,
59924,21,2,0,0,1,3,0,2.0,12158,2,97.0,1995.0,2.04,100.0,21815,26.0,1,28.0,75,20454,26.0,28.0,55,12159,10977,26.0,2,3,,15190,0,0,,0,0,0,,0,0,0,1981,26.0,2,,1,5.0,7.0,7.0,5,7.0,,44,,4,2017,11,
59944,77,2,0,0,1,2,0,1.0,13563,21,138.0,1896.0,1.69,74.0,350,77.0,0,34.0,0,330,77.0,34.0,0,13564,14452,77.0,6,3,42.0,0,0,0,,0,0,0,,0,0,0,3390,77.0,2,,1,44.0,4.0,4.0,2,6.0,,64,,2,2017,11,
60253,56,2,0,0,1,3,0,1.0,683,34,52.0,1598.0,1.68,66.0,17550,56.0,0,32.0,52,16462,56.0,32.0,31,683,423,60.0,2,3,,22738,0,0,,0,0,0,,0,0,0,0,,0,,0,28.0,8.0,8.0,0,12.0,21.0,9,,7,2017,11,
60381,69,5,0,0,0,2,0,1.0,27165,18,80.0,2991.0,3.01,170.0,5432,69.0,1,,30,5159,69.0,,10,27173,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1300,68.0,2,,1,56.0,4.0,4.0,0,17.0,39.0,9,,7,2017,11,20.0
60571,39,2,1,0,1,3,0,2.0,13878,32,77.0,1396.0,1.71,66.0,11104,39.0,1,66.0,24,10444,39.0,66.0,66,13879,10988,39.0,2,3,37.0,30372,0,0,,0,0,0,,0,0,0,0,,0,,0,790.0,2.0,2.0,0,8.0,18.0,23,,17,2017,11,
60714,36,0,0,0,0,3,0,2.0,18030,4,61.0,1995.0,2.93,84.0,15616,35.0,1,53.0,0,1398,36.0,,53,18032,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,143.0,1.0,1.0,1,15.0,31.0,9,,3,2017,11,
60941,35,2,0,0,1,3,0,2.0,12143,19,170.0,1753.0,1.68,66.0,25884,35.0,1,41.0,70,24339,35.0,41.0,53,12144,6143,35.0,2,3,,6239,0,0,,0,0,0,,0,0,0,0,,0,,0,2.0,10.0,10.0,0,3.0,,44,,3,2017,11,
60969,45,0,0,0,0,2,0,1.0,32827,24,72.0,1560.0,2.03,82.0,6479,45.0,1,69.0,64,6154,45.0,69.0,37,32834,0,,0,0,,0,0,0,,0,0,0,,0,0,0,2183,45.0,2,,1,29.0,7.0,7.0,0,9.0,24.0,9,,2,2017,11,
61295,91,2,0,0,1,3,0,2.0,11901,16,78.0,1248.0,1.63,70.0,23225,91.0,0,37.0,35,21819,91.0,37.0,68,11901,19781,91.0,2,2,,12776,0,0,,0,0,0,,0,0,0,0,,0,,0,11.0,1.0,1.0,5,10.0,15.0,47,,8,2017,11,
61404,42,2,1,0,1,4,0,1.0,0,0,53.0,1995.0,,,4450,42.0,1,28.0,0,2093,53.0,,16,0,258,42.0,1,3,,0,0,0,,0,0,0,,0,0,0,1328,18.0,2,,1,,,,0,,,26,,5,2017,11,
61410,48,0,0,0,0,4,0,1.0,0,0,29.0,1461.0,,,22273,46.0,1,,0,3945,46.0,,26,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,2503,48.0,2,,1,,,,0,,,26,,5,2017,11,
61704,55,0,0,0,0,2,0,1.0,3601,13,33.0,1149.0,1.5,55.0,11195,55.0,1,41.0,0,14583,55.0,25.0,0,3603,0,,0,0,,0,0,0,,0,0,0,,0,0,0,312,55.0,2,,1,3.0,9.0,9.0,1,12.0,8.0,50,,3,2017,12,22.0
61927,40,2,0,0,1,3,0,1.0,15981,10,32.0,1598.0,2.05,85.0,20908,40.0,1,40.0,12,19614,40.0,40.0,60,15981,13756,40.0,2,3,61.0,20215,0,0,,0,0,0,,0,0,0,1194,40.0,2,,1,8.0,10.0,10.0,0,14.0,33.0,50,,2,2017,12,
61930,40,2,1,0,1,3,0,1.0,23111,10,179.0,1397.0,1.54,60.0,14001,40.0,1,32.0,0,13157,40.0,61.0,0,23118,20783,40.0,2,3,40.0,13895,0,0,,0,0,0,,0,0,0,0,,0,,0,6.0,6.0,6.0,5,7.0,,14,,2,2017,12,
61965,73,2,0,0,1,2,0,1.0,25295,34,25.0,1422.0,1.67,66.0,13280,73.0,1,31.0,0,12470,73.0,31.0,0,25303,13047,73.0,2,3,59.0,13844,0,0,,0,0,0,,0,0,0,4214,79.0,2,,1,52.0,8.0,8.0,2,14.0,17.0,19,,4,2017,12,10.0
62012,41,2,0,0,1,4,0,1.0,11821,10,150.0,2148.0,2.14,110.0,19716,41.0,1,21.0,0,18510,41.0,54.0,30,11821,7127,41.0,2,2,36.0,21500,0,0,,0,0,0,,0,0,0,3625,43.0,2,,1,1.0,11.0,11.0,0,8.0,,49,,6,2017,12,
62058,48,2,1,0,1,4,0,1.0,19030,0,215.0,1800.0,3.0,90.0,3782,48.0,1,39.0,0,21341,48.0,,0,19032,13992,48.0,2,3,53.0,13042,35,0,,0,0,0,,0,0,0,0,,0,,0,56.0,4.0,4.0,2,7.0,,44,,5,2017,12,
62086,50,5,0,0,0,1,0,1.0,34782,34,190.0,1896.0,1.82,66.0,19239,50.0,1,26.0,0,18059,50.0,26.0,0,34789,0,,0,0,,0,0,0,,0,0,0,,0,0,0,3994,50.0,2,,1,21.0,3.0,3.0,5,14.0,35.0,54,,1,2017,12,
62234,75,0,1,0,0,4,1,1.0,0,0,67.0,,,,21644,77.0,1,45.0,0,18111,75.0,,32,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,350,70.0,2,,1,,,,0,,,26,,13,2017,11,
62285,91,2,0,0,1,3,0,2.0,20491,19,177.0,1388.0,1.57,55.0,10902,91.0,1,23.0,35,10267,91.0,23.0,68,20494,7715,91.0,2,3,,30441,0,0,,0,0,0,,0,0,0,0,,0,,0,4.0,8.0,8.0,2,12.0,,44,,2,2017,12,
62443,45,1,0,0,0,4,1,1.0,31558,2,128.0,1995.0,1.83,100.0,7462,45.0,1,45.0,64,7055,45.0,45.0,37,31564,0,,0,0,,0,0,0,,0,0,0,,0,0,0,3249,45.0,2,,1,9.0,3.0,3.0,1,7.0,20.0,22,,3,2017,12,
62587,24,2,0,0,1,4,0,2.0,0,0,50.0,1995.0,2.2,,8100,35.0,1,51.0,0,15837,24.0,,66,0,14497,23.0,2,2,,8053,0,0,,0,0,0,,0,0,0,0,,0,,0,,,,0,,,26,,8,2017,12,13.0
62645,65,0,0,0,1,3,0,1.0,31095,4,79.0,1461.0,3.0,81.0,22054,65.0,1,44.0,57,20684,65.0,44.0,32,31100,7857,65.0,5,1,58.0,0,0,0,,0,0,0,,0,0,0,4386,65.0,2,,1,55.0,5.0,5.0,0,11.0,24.0,24,,3,2017,12,
62646,17,0,0,0,1,3,0,2.0,12473,29,35.0,1968.0,2.32,110.0,8224,17.0,0,33.0,0,24489,17.0,39.0,0,12474,16003,17.0,1,2,,0,0,0,,0,0,0,,0,0,0,2835,10.0,2,,1,11.0,1.0,1.0,2,16.0,40.0,50,,1,2017,12,
62843,69,0,0,0,0,3,0,1.0,818,19,27.0,1499.0,1.57,70.0,12492,69.0,1,23.0,34,11731,69.0,23.0,26,818,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,28.0,8.0,8.0,2,15.0,18.0,3,,3,2017,12,
63005,39,2,0,0,1,3,0,2.0,36835,28,81.0,1686.0,1.87,81.0,13965,39.0,1,53.0,40,13124,39.0,53.0,46,36844,10901,39.0,2,1,,22219,0,0,,0,0,0,,0,0,0,656,39.0,2,,1,179.0,1.0,1.0,0,8.0,14.0,70,,2,2017,12,
63202,19,0,0,0,0,3,0,2.0,3665,24,96.0,2198.0,3.3,88.0,2971,17.0,1,28.0,0,6508,19.0,,57,3667,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1464,19.0,2,,1,72.0,0.0,0.0,0,12.0,28.0,9,,12,2017,12,
63600,44,2,0,1,1,5,0,1.0,17397,28,143.0,1248.0,1.83,66.0,2541,44.0,0,31.0,0,1,44.0,63.0,26,17398,26234,42.0,2,3,,17408,0,0,,0,0,0,,0,0,0,2558,44.0,2,,1,5.0,7.0,7.0,2,6.0,,44,,6,2017,12,
63779,77,1,0,0,0,2,1,1.0,12437,24,127.0,1560.0,1.82,80.0,22308,77.0,1,23.0,1,20931,77.0,23.0,17,12438,0,,0,0,,0,0,0,,0,0,0,,0,0,0,942,77.0,2,,1,5.0,7.0,7.0,1,22.0,17.0,51,,14,2017,12,
64057,79,6,0,0,0,2,0,1.0,7729,34,92.0,1598.0,1.87,77.0,23323,73.0,1,40.0,57,21912,73.0,40.0,32,7731,0,,0,0,,0,0,0,,0,0,0,,0,0,0,350,70.0,2,,1,217.0,11.0,11.0,1,9.0,20.0,30,,2,2017,12,
64170,43,1,0,0,0,1,0,1.0,4231,1,58.0,1124.0,1.45,55.0,25079,43.0,0,48.0,0,23580,43.0,48.0,0,4233,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,27.0,9.0,9.0,0,8.0,9.0,50,,0,2017,12,7.0
64264,84,2,0,0,1,2,0,2.0,7561,7,75.0,2497.0,3.03,100.0,1924,86.0,0,34.0,0,1810,86.0,34.0,0,7563,6092,84.0,2,3,,807,0,0,,0,0,0,,0,0,0,3058,84.0,2,,1,0.0,12.0,12.0,2,4.0,,44,,2,2017,12,
64299,41,1,0,0,0,3,1,1.0,5263,5,29.0,1598.0,2.26,82.0,14388,41.0,1,63.0,34,13501,41.0,63.0,26,5265,0,,0,0,,0,0,0,,0,0,0,,0,0,0,2255,40.0,2,,1,71.0,8.0,8.0,4,13.0,23.0,19,,5,2017,12,1.0
64363,85,2,0,0,1,2,0,2.0,27403,32,116.0,1396.0,1.71,77.0,8902,85.0,1,73.0,0,8378,85.0,73.0,0,27411,18798,85.0,2,3,61.0,5551,0,0,,0,0,0,,0,0,0,863,85.0,2,,1,120.0,0.0,0.0,0,8.0,14.0,9,,4,2017,12,
64572,36,1,0,0,0,2,1,2.0,31468,28,61.0,1956.0,2.14,81.0,1285,36.0,0,48.0,25,1207,36.0,48.0,7,31475,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,7.0,11.0,11.0,0,11.0,21.0,50,,1,2017,12,
64909,16,2,0,0,0,1,1,1.0,0,0,119.0,,,,21270,16.0,1,,0,19960,16.0,,0,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,2442,16.0,2,,1,,,,0,,,26,,10,2017,12,
65066,77,2,1,0,1,3,0,1.0,3996,24,45.0,1398.0,1.58,50.0,14819,77.0,0,32.0,57,13907,77.0,32.0,32,3998,16040,,2,3,,22272,0,0,,0,0,0,,0,0,0,942,77.0,2,,1,61.0,11.0,11.0,0,12.0,13.0,70,,6,2017,12,
